N,S1,S2,relDifer
67101,11.6913,11.6912,1.04904e-05
67201,11.6928,11.6927,1.34706e-05
67301,11.6944,11.6942,1.68085e-05
67401,11.6959,11.6956,2.02656e-05
67501,11.6974,11.6971,2.40803e-05
67601,11.6989,11.6986,2.80142e-05
67701,11.7004,11.7001,2.7895e-05
67801,11.7018,11.7016,2.39611e-05
67901,11.7033,11.703,2.02656e-05
68001,11.7047,11.7045,1.68085e-05
68101,11.7061,11.706,1.34706e-05
68201,11.7076,11.7074,1.01328e-05
68301,11.709,11.7089,7.27177e-06
68401,11.7104,11.7104,4.52995e-06
68501,11.7119,11.7118,1.90735e-06
68601,11.7133,11.7133,4.76837e-07
68701,11.7147,11.7148,2.68221e-06
68801,11.7162,11.7162,4.82798e-06
68901,11.7176,11.7177,6.61612e-06
69001,11.719,11.7191,8.40425e-06
69101,11.7204,11.7206,9.83477e-06
69201,11.7219,11.722,1.12057e-05
69301,11.7233,11.7234,1.22786e-05
69401,11.7247,11.7249,1.3411e-05
69501,11.7262,11.7263,1.40071e-05
69601,11.7276,11.7278,1.47223e-05
69701,11.729,11.7292,1.51396e-05
69801,11.7305,11.7306,1.5378e-05
69901,11.7319,11.7321,1.54972e-05
70001,11.7333,11.7335,1.5378e-05
70101,11.7347,11.7349,1.51992e-05
70201,11.7362,11.7364,1.47223e-05
70301,11.7376,11.7378,1.41263e-05
70401,11.739,11.7392,1.32322e-05
70501,11.7405,11.7406,1.2517e-05
70601,11.7419,11.742,1.12057e-05
70701,11.7433,11.7434,1.00732e-05
70801,11.7448,11.7449,8.52346e-06
70901,11.7462,11.7463,6.91414e-06
71001,11.7476,11.7477,5.1856e-06
71101,11.7491,11.7491,3.09944e-06
71201,11.7505,11.7505,1.07288e-06
71301,11.7519,11.7519,1.3113e-06
71401,11.7533,11.7533,3.69549e-06
71501,11.7548,11.7547,6.31809e-06
71601,11.7562,11.7561,9.05991e-06
71701,11.7576,11.7575,1.21593e-05
71801,11.7591,11.7589,1.52588e-05
71901,11.7605,11.7603,1.85966e-05
72001,11.7619,11.7617,2.20537e-05
72101,11.7634,11.7631,2.563e-05
72201,11.7648,11.7644,2.95639e-05
72301,11.7662,11.7658,3.32594e-05
72401,11.7676,11.7672,3.05176e-05
72501,11.7689,11.7686,2.64645e-05
72601,11.7702,11.77,2.30074e-05
72701,11.7716,11.7713,1.94311e-05
72801,11.7729,11.7727,1.62125e-05
72901,11.7742,11.7741,1.29938e-05
73001,11.7756,11.7755,9.89437e-06
73101,11.7769,11.7768,7.03335e-06
73201,11.7782,11.7782,4.29153e-06
73301,11.7796,11.7796,1.78814e-06
73401,11.7809,11.7809,5.96046e-07
73501,11.7823,11.7823,2.86102e-06
73601,11.7836,11.7836,4.82798e-06
73701,11.7849,11.785,6.97374e-06
73801,11.7863,11.7864,8.52346e-06
73901,11.7876,11.7877,1.01924e-05
74001,11.7889,11.7891,1.15633e-05
74101,11.7903,11.7904,1.29342e-05
74201,11.7916,11.7918,1.40667e-05
74301,11.7929,11.7931,1.49608e-05
74401,11.7943,11.7945,1.60336e-05
74501,11.7956,11.7958,1.65701e-05
74601,11.7969,11.7971,1.71661e-05
74701,11.7983,11.7985,1.74046e-05
74801,11.7996,11.7998,1.7643e-05
74901,11.8009,11.8012,1.77622e-05
75001,11.8023,11.8025,1.7643e-05
75101,11.8036,11.8038,1.74642e-05
75201,11.805,11.8052,1.69873e-05
75301,11.8063,11.8065,1.64509e-05
75401,11.8076,11.8078,1.59144e-05
75501,11.809,11.8091,1.50204e-05
75601,11.8103,11.8105,1.39475e-05
75701,11.8116,11.8118,1.29342e-05
75801,11.813,11.8131,1.14441e-05
75901,11.8143,11.8144,1.0252e-05
76001,11.8156,11.8157,8.58307e-06
76101,11.817,11.817,6.91414e-06
76201,11.8183,11.8184,4.94719e-06
76301,11.8196,11.8197,2.98023e-06
76401,11.821,11.821,8.9407e-07
76501,11.8223,11.8223,1.54972e-06
76601,11.8236,11.8236,3.93391e-06
76701,11.825,11.8249,6.4373e-06
76801,11.8263,11.8262,9.17912e-06
76901,11.8276,11.8275,1.20401e-05
77001,11.829,11.8288,1.50204e-05
77101,11.8303,11.8301,1.83582e-05
77201,11.8317,11.8314,2.15769e-05
77301,11.833,11.8327,2.5034e-05
77401,11.8343,11.834,2.8491e-05
77501,11.8357,11.8353,3.24249e-05
77601,11.837,11.8366,3.61204e-05
77701,11.8383,11.8379,3.77893e-05
77801,11.8395,11.8391,3.38554e-05
77901,11.8408,11.8404,3.016e-05
78001,11.842,11.8417,2.63453e-05
78101,11.8433,11.843,2.30074e-05
78201,11.8445,11.8443,1.94311e-05
78301,11.8457,11.8455,1.63317e-05
78401,11.847,11.8468,1.32322e-05
78501,11.8482,11.8481,1.0252e-05
78601,11.8495,11.8494,7.62939e-06
78701,11.8507,11.8506,4.88758e-06
78801,11.8519,11.8519,2.38419e-06
78901,11.8532,11.8532,1.19209e-07
79001,11.8544,11.8544,2.26498e-06
79101,11.8557,11.8557,4.29153e-06
79201,11.8569,11.857,6.19888e-06
79301,11.8581,11.8582,8.10623e-06
79401,11.8594,11.8595,9.71556e-06
79501,11.8606,11.8608,1.12653e-05
79601,11.8619,11.862,1.28746e-05
79701,11.8631,11.8633,1.40071e-05
79801,11.8643,11.8645,1.51992e-05
79901,11.8656,11.8658,1.61529e-05
80001,11.8668,11.867,1.71065e-05
80101,11.8681,11.8683,1.7941e-05
80201,11.8693,11.8695,1.86563e-05
80301,11.8705,11.8708,1.91927e-05
80401,11.8718,11.872,1.96695e-05
80501,11.873,11.8733,1.9908e-05
80601,11.8743,11.8745,2.00868e-05
80701,11.8755,11.8757,2.00868e-05
80801,11.8767,11.877,1.99676e-05
80901,11.878,11.8782,1.96695e-05
81001,11.8792,11.8794,1.94907e-05
81101,11.8805,11.8807,1.87755e-05
81201,11.8817,11.8819,1.81198e-05
81301,11.8829,11.8831,1.74046e-05
81401,11.8842,11.8844,1.63913e-05
81501,11.8854,11.8856,1.54972e-05
81601,11.8867,11.8868,1.43647e-05
81701,11.8879,11.888,1.30534e-05
81801,11.8891,11.8893,1.16229e-05
81901,11.8904,11.8905,1.0252e-05
82001,11.8916,11.8917,8.52346e-06
82101,11.8929,11.8929,6.73532e-06
82201,11.8941,11.8941,4.88758e-06
82301,11.8953,11.8954,2.80142e-06
82401,11.8966,11.8966,6.55651e-07
82501,11.8978,11.8978,1.54972e-06
82601,11.8991,11.899,4.05312e-06
82701,11.9003,11.9002,6.4373e-06
82801,11.9015,11.9014,9.17912e-06
82901,11.9028,11.9026,1.19209e-05
83001,11.904,11.9038,1.4782e-05
83101,11.9052,11.905,1.77622e-05
83201,11.9065,11.9062,2.08616e-05
83301,11.9077,11.9074,2.41995e-05
83401,11.909,11.9086,2.74181e-05
83501,11.9102,11.9098,3.11136e-05
83601,11.9114,11.911,3.45707e-05
83701,11.9127,11.9122,3.8147e-05
83801,11.9139,11.9134,4.22001e-05
83901,11.9152,11.9146,4.49419e-05
84001,11.9163,11.9158,4.08888e-05
84101,11.9174,11.917,3.70741e-05
84201,11.9186,11.9182,3.33786e-05
84301,11.9197,11.9194,2.98023e-05
84401,11.9209,11.9206,2.64645e-05
84501,11.922,11.9217,2.31266e-05
84601,11.9232,11.9229,1.97887e-05
84701,11.9243,11.9241,1.66893e-05
84801,11.9255,11.9253,1.38283e-05
84901,11.9266,11.9265,1.0848e-05
85001,11.9277,11.9276,8.10623e-06
85101,11.9289,11.9288,5.60284e-06
85201,11.93,11.93,2.98023e-06
85301,11.9312,11.9312,5.96046e-07
85401,11.9323,11.9323,1.60933e-06
85501,11.9335,11.9335,3.93391e-06
85601,11.9346,11.9347,5.84126e-06
85701,11.9358,11.9358,7.7486e-06
85801,11.9369,11.937,9.59635e-06
85901,11.938,11.9382,1.13249e-05
86001,11.9392,11.9393,1.28746e-05
86101,11.9403,11.9405,1.43051e-05
86201,11.9415,11.9417,1.59144e-05
86301,11.9426,11.9428,1.69873e-05
86401,11.9438,11.944,1.80602e-05
86501,11.9449,11.9451,1.91331e-05
86601,11.9461,11.9463,2.01464e-05
86701,11.9472,11.9474,2.08616e-05
86801,11.9483,11.9486,2.15769e-05
86901,11.9495,11.9498,2.21729e-05
87001,11.9506,11.9509,2.25306e-05
87101,11.9518,11.952,2.30074e-05
87201,11.9529,11.9532,2.3365e-05
87301,11.9541,11.9543,2.33054e-05
87401,11.9552,11.9555,2.34246e-05
87501,11.9564,11.9566,2.3365e-05
87601,11.9575,11.9578,2.3067e-05
87701,11.9586,11.9589,2.28286e-05
87801,11.9598,11.9601,2.23517e-05
87901,11.9609,11.9612,2.19941e-05
88001,11.9621,11.9623,2.12789e-05
88101,11.9632,11.9635,2.0504e-05
88201,11.9644,11.9646,1.9908e-05
88301,11.9655,11.9657,1.87159e-05
88401,11.9667,11.9669,1.77026e-05
88501,11.9678,11.968,1.66297e-05
88601,11.9689,11.9691,1.5378e-05
88701,11.9701,11.9703,1.39475e-05
88801,11.9712,11.9714,1.2517e-05
88901,11.9724,11.9725,1.10865e-05
89001,11.9735,11.9736,9.17912e-06
89101,11.9747,11.9748,7.51019e-06
89201,11.9758,11.9759,5.60284e-06
89301,11.977,11.977,3.57628e-06
89401,11.9781,11.9781,1.43051e-06
89501,11.9792,11.9792,8.34465e-07
89601,11.9804,11.9803,2.98023e-06
89701,11.9815,11.9815,5.48363e-06
89801,11.9827,11.9826,8.22544e-06
89901,11.9838,11.9837,1.06096e-05
90001,11.985,11.9848,1.33514e-05
90101,11.9861,11.9859,1.63317e-05
90201,11.9873,11.987,1.91927e-05
90301,11.9884,11.9881,2.21729e-05
90401,11.9895,11.9892,2.53916e-05
90501,11.9907,11.9903,2.86102e-05
90601,11.9918,11.9914,3.19481e-05
90701,11.993,11.9925,3.52859e-05
90801,11.9941,11.9937,3.88622e-05
90901,11.9953,11.9948,4.25577e-05
91001,11.9964,11.9959,4.6134e-05
91101,11.9976,11.997,5.00679e-05
91201,11.9987,11.998,5.23329e-05
91301,11.9997,11.9991,4.85182e-05
91401,12.0008,12.0002,4.44651e-05
91501,12.0018,12.0013,4.1008e-05
91601,12.0029,12.0024,3.73125e-05
91701,12.0039,12.0035,3.38554e-05
91801,12.005,12.0046,3.03984e-05
91901,12.006,12.0057,2.71797e-05
92001,12.0071,12.0068,2.39611e-05
92101,12.0081,12.0079,2.06232e-05
92201,12.0092,12.009,1.77622e-05
92301,12.0102,12.01,1.49012e-05
92401,12.0113,12.0111,1.20401e-05
92501,12.0123,12.0122,9.29832e-06
92601,12.0134,12.0133,6.79493e-06
92701,12.0144,12.0144,4.17233e-06
92801,12.0155,12.0154,1.78814e-06
92901,12.0165,12.0165,7.15256e-07
93001,12.0176,12.0176,2.80142e-06
93101,12.0186,12.0187,4.82798e-06
93201,12.0197,12.0197,6.97374e-06
93301,12.0207,12.0208,9.05991e-06
93401,12.0218,12.0219,1.06096e-05
93501,12.0228,12.023,1.24574e-05
93601,12.0239,12.024,1.43051e-05
93701,12.0249,12.0251,1.5676e-05
93801,12.026,12.0262,1.71065e-05
93901,12.027,12.0272,1.8537e-05
94001,12.028,12.0283,1.98483e-05
94101,12.0291,12.0293,2.09212e-05
94201,12.0301,12.0304,2.20537e-05
94301,12.0312,12.0315,2.30074e-05
94401,12.0322,12.0325,2.40803e-05
94501,12.0333,12.0336,2.47359e-05
94601,12.0343,12.0347,2.55704e-05
94701,12.0354,12.0357,2.59876e-05
94801,12.0364,12.0368,2.67625e-05
94901,12.0375,12.0378,2.71797e-05
95001,12.0385,12.0389,2.74181e-05
95101,12.0396,12.0399,2.75373e-05
95201,12.0406,12.041,2.81334e-05
95301,12.0417,12.042,2.77758e-05
95401,12.0427,12.0431,2.77162e-05
95501,12.0438,12.0441,2.77758e-05
95601,12.0448,12.0452,2.77162e-05
95701,12.0459,12.0462,2.70605e-05
95801,12.0469,12.0473,2.68221e-05
95901,12.048,12.0483,2.63453e-05
96001,12.049,12.0493,2.58088e-05
96101,12.0501,12.0504,2.51532e-05
96201,12.0511,12.0514,2.43783e-05
96301,12.0522,12.0525,2.34842e-05
96401,12.0532,12.0535,2.2769e-05
96501,12.0543,12.0545,2.16961e-05
96601,12.0553,12.0556,2.0504e-05
96701,12.0564,12.0566,1.94311e-05
96801,12.0574,12.0576,1.81198e-05
96901,12.0585,12.0587,1.67489e-05
97001,12.0595,12.0597,1.52588e-05
97101,12.0606,12.0607,1.35899e-05
97201,12.0616,12.0618,1.21593e-05
97301,12.0627,12.0628,1.04308e-05
97401,12.0637,12.0638,8.46386e-06
97501,12.0648,12.0648,6.55651e-06
97601,12.0658,12.0659,4.88758e-06
97701,12.0669,12.0669,2.6226e-06
97801,12.0679,12.0679,4.17233e-07
97901,12.069,12.0689,1.66893e-06
98001,12.07,12.07,4.05312e-06
98101,12.0711,12.071,6.4373e-06
98201,12.0721,12.072,9.05991e-06
98301,12.0732,12.073,1.15633e-05
98401,12.0742,12.074,1.44243e-05
98501,12.0753,12.0751,1.68085e-05
98601,12.0763,12.0761,1.97887e-05
98701,12.0774,12.0771,2.2769e-05
98801,12.0784,12.0781,2.58684e-05
98901,12.0795,12.0791,2.87294e-05
99001,12.0805,12.0801,3.20673e-05
99101,12.0815,12.0811,3.54052e-05
99201,12.0826,12.0821,3.86238e-05
99301,12.0836,12.0831,4.19617e-05
99401,12.0847,12.0841,4.55379e-05
99501,12.0857,12.0852,4.92334e-05
99601,12.0868,12.0862,5.29289e-05
99701,12.0878,12.0872,5.66244e-05
99801,12.0889,12.0882,6.03199e-05
99901,12.0899,12.0892,6.16312e-05
100001,12.0909,12.0902,5.76973e-05
100101,12.0918,12.0912,5.38826e-05
100201,12.0928,12.0922,5.01871e-05
100301,12.0937,12.0932,4.66108e-05
100401,12.0947,12.0942,4.30346e-05
100501,12.0956,12.0951,3.95775e-05
100601,12.0966,12.0961,3.62396e-05
100701,12.0975,12.0971,3.27826e-05
100801,12.0985,12.0981,2.95639e-05
100901,12.0994,12.0991,2.65837e-05
101001,12.1004,12.1001,2.36034e-05
101101,12.1014,12.1011,2.02656e-05
101201,12.1023,12.1021,1.7643e-05
101301,12.1033,12.1031,1.49012e-05
101401,12.1042,12.1041,1.21593e-05
101501,12.1052,12.1051,9.17912e-06
101601,12.1061,12.106,6.79493e-06
101701,12.1071,12.107,4.52995e-06
101801,12.108,12.108,2.02656e-06
101901,12.109,12.109,2.98023e-07
102001,12.1099,12.11,2.68221e-06
102101,12.1109,12.1109,4.82798e-06
102201,12.1118,12.1119,6.79493e-06
102301,12.1128,12.1129,8.82149e-06
102401,12.1137,12.1139,1.07288e-05
102501,12.1147,12.1149,1.26958e-05
102601,12.1157,12.1158,1.43051e-05
102701,12.1166,12.1168,1.60336e-05
102801,12.1176,12.1178,1.7643e-05
102901,12.1185,12.1187,1.91927e-05
103001,12.1195,12.1197,2.06828e-05
103101,12.1204,12.1207,2.19345e-05
103201,12.1214,12.1217,2.31862e-05
103301,12.1223,12.1226,2.43783e-05
103401,12.1233,12.1236,2.58684e-05
103501,12.1242,12.1246,2.67625e-05
103601,12.1252,12.1255,2.7597e-05
103701,12.1261,12.1265,2.85506e-05
103801,12.1271,12.1275,2.96235e-05
103901,12.1281,12.1284,3.03388e-05
104001,12.129,12.1294,3.0756e-05
104101,12.13,12.1303,3.14713e-05
104201,12.1309,12.1313,3.21269e-05
104301,12.1319,12.1323,3.24845e-05
104401,12.1328,12.1332,3.28422e-05
104501,12.1338,12.1342,3.31402e-05
104601,12.1347,12.1351,3.33786e-05
104701,12.1357,12.1361,3.34978e-05
104801,12.1366,12.137,3.3617e-05
104901,12.1376,12.138,3.36766e-05
105001,12.1385,12.139,3.35574e-05
105101,12.1395,12.1399,3.3319e-05
105201,12.1405,12.1409,3.31402e-05
105301,12.1414,12.1418,3.29614e-05
105401,12.1424,12.1428,3.26037e-05
105501,12.1433,12.1437,3.19481e-05
105601,12.1443,12.1446,3.14713e-05
105701,12.1452,12.1456,3.09348e-05
105801,12.1462,12.1465,3.0458e-05
105901,12.1471,12.1475,2.95043e-05
106001,12.1481,12.1484,2.87294e-05
106101,12.149,12.1494,2.77162e-05
106201,12.15,12.1503,2.69413e-05
106301,12.1509,12.1513,2.60472e-05
106401,12.1519,12.1522,2.47359e-05
106501,12.1528,12.1531,2.34842e-05
106601,12.1538,12.1541,2.23517e-05
106701,12.1548,12.155,2.09212e-05
106801,12.1557,12.156,1.97887e-05
106901,12.1567,12.1569,1.80602e-05
107001,12.1576,12.1578,1.66893e-05
107101,12.1586,12.1588,1.49012e-05
107201,12.1595,12.1597,1.32322e-05
107301,12.1605,12.1606,1.16825e-05
107401,12.1614,12.1616,9.89437e-06
107501,12.1624,12.1625,7.86781e-06
107601,12.1633,12.1634,5.78165e-06
107701,12.1643,12.1643,3.75509e-06
107801,12.1652,12.1653,2.02656e-06
107901,12.1662,12.1662,4.76837e-07
108001,12.1672,12.1671,2.86102e-06
108101,12.1681,12.168,5.00679e-06
108201,12.1691,12.169,7.39098e-06
108301,12.17,12.1699,9.65595e-06
108401,12.171,12.1708,1.22786e-05
108501,12.1719,12.1717,1.50204e-05
108601,12.1729,12.1727,1.77622e-05
108701,12.1738,12.1736,2.03848e-05
108801,12.1748,12.1745,2.32458e-05
108901,12.1757,12.1754,2.59876e-05
109001,12.1767,12.1763,2.90871e-05
109101,12.1776,12.1773,3.20673e-05
109201,12.1786,12.1782,3.51667e-05
109301,12.1796,12.1791,3.8147e-05
109401,12.1805,12.18,4.13656e-05
109501,12.1815,12.1809,4.47035e-05
109601,12.1824,12.1818,4.81606e-05
109701,12.1834,12.1827,5.16176e-05
109801,12.1843,12.1837,5.50747e-05
109901,12.1853,12.1846,5.84126e-05
110001,12.1862,12.1855,6.22272e-05
110101,12.1872,12.1864,6.59227e-05
110201,12.1881,12.1873,6.98566e-05
110301,12.1891,12.1882,7.35521e-05
110401,12.19,12.1891,7.52211e-05
110501,12.1909,12.19,7.14064e-05
110601,12.1917,12.1909,6.77109e-05
110701,12.1926,12.1918,6.41346e-05
110801,12.1935,12.1927,6.04391e-05
110901,12.1943,12.1936,5.6386e-05
111001,12.1952,12.1945,5.30481e-05
111101,12.196,12.1954,4.98295e-05
111201,12.1969,12.1963,4.62532e-05
111301,12.1977,12.1972,4.27961e-05
111401,12.1986,12.1981,3.96967e-05
111501,12.1995,12.199,3.62396e-05
111601,12.2003,12.1999,3.32594e-05
111701,12.2012,12.2008,3.00407e-05
111801,12.202,12.2017,2.71797e-05
111901,12.2029,12.2026,2.43187e-05
112001,12.2038,12.2035,2.12193e-05
112101,12.2046,12.2044,1.8239e-05
112201,12.2055,12.2053,1.57356e-05
112301,12.2063,12.2062,1.3113e-05
112401,12.2072,12.2071,1.04904e-05
112501,12.208,12.2079,7.86781e-06
112601,12.2089,12.2088,5.126e-06
112701,12.2098,12.2097,2.86102e-06
112801,12.2106,12.2106,7.15256e-07
112901,12.2115,12.2115,1.78814e-06
113001,12.2123,12.2124,3.8147e-06
113101,12.2132,12.2133,6.25849e-06
113201,12.2141,12.2142,8.34465e-06
113301,12.2149,12.215,1.0252e-05
113401,12.2158,12.2159,1.20997e-05
113501,12.2166,12.2168,1.40667e-05
113601,12.2175,12.2177,1.5974e-05
113701,12.2183,12.2186,1.78814e-05
113801,12.2192,12.2194,1.94311e-05
113901,12.2201,12.2203,2.09212e-05
114001,12.2209,12.2212,2.2471e-05
114101,12.2218,12.2221,2.41995e-05
114201,12.2226,12.2229,2.55108e-05
114301,12.2235,12.2238,2.70009e-05
114401,12.2244,12.2247,2.81334e-05
114501,12.2252,12.2256,2.95043e-05
114601,12.2261,12.2264,3.0756e-05
114701,12.2269,12.2273,3.17693e-05
114801,12.2278,12.2282,3.29614e-05
114901,12.2286,12.2291,3.40939e-05
115001,12.2295,12.2299,3.51071e-05
115101,12.2304,12.2308,3.57032e-05
115201,12.2312,12.2317,3.64184e-05
115301,12.2321,12.2325,3.71933e-05
115401,12.2329,12.2334,3.82066e-05
115501,12.2338,12.2343,3.89218e-05
115601,12.2347,12.2351,3.91006e-05
115701,12.2355,12.236,3.96967e-05
115801,12.2364,12.2369,4.01139e-05
115901,12.2372,12.2377,4.05908e-05
116001,12.2381,12.2386,4.11272e-05
116101,12.2389,12.2394,4.12464e-05
116201,12.2398,12.2403,4.1306e-05
116301,12.2407,12.2412,4.1604e-05
116401,12.2415,12.242,4.16636e-05
116501,12.2424,12.2429,4.17233e-05
116601,12.2432,12.2437,4.18425e-05
116701,12.2441,12.2446,4.17233e-05
116801,12.245,12.2455,4.13656e-05
116901,12.2458,12.2463,4.12464e-05
117001,12.2467,12.2472,4.09484e-05
117101,12.2475,12.248,4.06504e-05
117201,12.2484,12.2489,4.04716e-05
117301,12.2492,12.2497,3.98755e-05
117401,12.2501,12.2506,3.92199e-05
117501,12.251,12.2514,3.8743e-05
117601,12.2518,12.2523,3.8147e-05
117701,12.2527,12.2531,3.73721e-05
117801,12.2535,12.254,3.68357e-05
117901,12.2544,12.2548,3.61204e-05
118001,12.2552,12.2557,3.51071e-05
118101,12.2561,12.2565,3.40939e-05
118201,12.257,12.2574,3.30806e-05
118301,12.2578,12.2582,3.19481e-05
118401,12.2587,12.2591,3.11136e-05
118501,12.2595,12.2599,3.02792e-05
118601,12.2604,12.2607,2.85506e-05
118701,12.2613,12.2616,2.72989e-05
118801,12.2621,12.2624,2.59876e-05
118901,12.263,12.2633,2.47359e-05
119001,12.2638,12.2641,2.34842e-05
119101,12.2647,12.265,2.18749e-05
119201,12.2655,12.2658,2.01464e-05
119301,12.2664,12.2666,1.84178e-05
119401,12.2673,12.2675,1.69277e-05
119501,12.2681,12.2683,1.53184e-05
119601,12.269,12.2691,1.34706e-05
119701,12.2698,12.27,1.17421e-05
119801,12.2707,12.2708,9.71556e-06
119901,12.2716,12.2717,7.7486e-06
120001,12.2724,12.2725,5.84126e-06
120101,12.2733,12.2733,3.57628e-06
120201,12.2741,12.2742,1.49012e-06
120301,12.275,12.275,5.96046e-07
120401,12.2758,12.2758,2.74181e-06
120501,12.2767,12.2766,5.00679e-06
120601,12.2776,12.2775,7.51019e-06
120701,12.2784,12.2783,1.00136e-05
120801,12.2793,12.2791,1.22786e-05
120901,12.2801,12.28,1.46627e-05
121001,12.281,12.2808,1.71661e-05
121101,12.2819,12.2816,2.00272e-05
121201,12.2827,12.2824,2.2769e-05
121301,12.2836,12.2833,2.55108e-05
121401,12.2844,12.2841,2.83718e-05
121501,12.2853,12.2849,3.09944e-05
121601,12.2861,12.2857,3.3617e-05
121701,12.287,12.2866,3.68357e-05
121801,12.2879,12.2874,3.99351e-05
121901,12.2887,12.2882,4.30346e-05
122001,12.2896,12.289,4.6134e-05
122101,12.2904,12.2898,4.92334e-05
122201,12.2913,12.2907,5.22137e-05
122301,12.2922,12.2915,5.55515e-05
122401,12.293,12.2923,5.9247e-05
122501,12.2939,12.2931,6.25849e-05
122601,12.2947,12.2939,6.58035e-05
122701,12.2956,12.2947,6.92606e-05
122801,12.2964,12.2956,7.29561e-05
122901,12.2973,12.2964,7.62939e-05
123001,12.2982,12.2972,8.02279e-05
123101,12.299,12.298,8.40425e-05
123201,12.2999,12.2988,8.74996e-05
123301,12.3007,12.2996,9.14335e-05
123401,12.3016,12.3004,9.23872e-05
123501,12.3023,12.3012,8.83341e-05
123601,12.3031,12.302,8.44002e-05
123701,12.3038,12.3029,8.05855e-05
123801,12.3046,12.3037,7.71284e-05
123901,12.3054,12.3045,7.36713e-05
124001,12.3061,12.3053,7.00951e-05
124101,12.3069,12.3061,6.6638e-05
124201,12.3077,12.3069,6.28233e-05
124301,12.3084,12.3077,5.9247e-05
124401,12.3092,12.3085,5.62668e-05
124501,12.31,12.3093,5.31673e-05
124601,12.3107,12.3101,4.99487e-05
124701,12.3115,12.3109,4.64916e-05
124801,12.3122,12.3117,4.33922e-05
124901,12.313,12.3125,4.01735e-05
125001,12.3138,12.3133,3.71933e-05
125101,12.3145,12.3141,3.43323e-05
125201,12.3153,12.3149,3.1352e-05
125301,12.3161,12.3157,2.86102e-05
125401,12.3168,12.3165,2.563e-05
125501,12.3176,12.3173,2.28882e-05
125601,12.3183,12.3181,2.00272e-05
125701,12.3191,12.3189,1.72853e-05
125801,12.3199,12.3197,1.49012e-05
125901,12.3206,12.3205,1.23978e-05
126001,12.3214,12.3213,9.77516e-06
126101,12.3222,12.3221,7.39098e-06
126201,12.3229,12.3229,4.76837e-06
126301,12.3237,12.3237,2.38419e-06
126401,12.3244,12.3244,2.38419e-07
126501,12.3252,12.3252,2.02656e-06
126601,12.326,12.326,4.35114e-06
126701,12.3267,12.3268,6.31809e-06
126801,12.3275,12.3276,8.40425e-06
126901,12.3283,12.3284,1.055e-05
127001,12.329,12.3292,1.26362e-05
127101,12.3298,12.33,1.46031e-05
127201,12.3306,12.3308,1.64509e-05
127301,12.3313,12.3315,1.83582e-05
127401,12.3321,12.3323,1.98483e-05
127501,12.3328,12.3331,2.17557e-05
127601,12.3336,12.3339,2.34246e-05
127701,12.3344,12.3347,2.55108e-05
127801,12.3351,12.3355,2.71201e-05
127901,12.3359,12.3362,2.83122e-05
128001,12.3367,12.337,2.97427e-05
128101,12.3374,12.3378,3.11732e-05
128201,12.3382,12.3386,3.26037e-05
128301,12.3389,12.3394,3.42131e-05
128401,12.3397,12.3401,3.57032e-05
128501,12.3405,12.3409,3.67165e-05
128601,12.3412,12.3417,3.77893e-05
128701,12.342,12.3425,3.88622e-05
128801,12.3428,12.3433,4.01735e-05
128901,12.3435,12.344,4.1306e-05
129001,12.3443,12.3448,4.22001e-05
129101,12.345,12.3456,4.31538e-05
129201,12.3458,12.3464,4.43459e-05
129301,12.3466,12.3471,4.49419e-05
129401,12.3473,12.3479,4.57764e-05
129501,12.3481,12.3487,4.66704e-05
129601,12.3489,12.3494,4.73261e-05
129701,12.3496,12.3502,4.77433e-05
129801,12.3504,12.351,4.8399e-05
129901,12.3512,12.3518,4.93526e-05
130001,12.3519,12.3525,4.97699e-05
130101,12.3527,12.3533,5.01275e-05
130201,12.3534,12.3541,5.05447e-05
130301,12.3542,12.3548,5.08428e-05
130401,12.355,12.3556,5.126e-05
130501,12.3557,12.3564,5.16176e-05
130601,12.3565,12.3571,5.1856e-05
130701,12.3573,12.3579,5.22733e-05
130801,12.358,12.3587,5.23925e-05
130901,12.3588,12.3594,5.21541e-05
131001,12.3595,12.3602,5.23329e-05
131101,12.3603,12.361,5.23329e-05
131201,12.3611,12.3617,5.21541e-05
131301,12.3618,12.3625,5.22137e-05
131401,12.3626,12.3632,5.23925e-05
131501,12.3634,12.364,5.20945e-05
131601,12.3641,12.3648,5.17368e-05
131701,12.3649,12.3655,5.126e-05
131801,12.3656,12.3663,5.09024e-05
131901,12.3664,12.367,5.06043e-05
132001,12.3672,12.3678,5.03659e-05
132101,12.3679,12.3686,5.00679e-05
132201,12.3687,12.3693,4.95911e-05
132301,12.3695,12.3701,4.88162e-05
132401,12.3702,12.3708,4.81009e-05
132501,12.371,12.3716,4.73261e-05
132601,12.3718,12.3723,4.68493e-05
132701,12.3725,12.3731,4.62532e-05
132801,12.3733,12.3738,4.54187e-05
132901,12.374,12.3746,4.45247e-05
133001,12.3748,12.3753,4.36902e-05
133101,12.3756,12.3761,4.26769e-05
133201,12.3763,12.3768,4.17829e-05
